ansatz_type,problem_index,trial,energy,exact_energy,error,time,build_time,opt_time,params,depth,converged,adapt_iterations,adapt_initial_energy,adapt_energy_drop,adapt_history_length,termination_criterion
MonteCarloMomentumBuilder,5,1,-21.99976425949812,-22.0,0.0002357405018784675,0.8023567199707031,0.6758208274841309,0.12653589248657227,9,14,True,,,,,
MonteCarloMomentumBuilder,6,1,-8.742943398194377,-7.0,1.7429433981943774,1.1411900520324707,0.9855959415435791,0.1555941104888916,10,13,False,,,,,
MonteCarloMomentumBuilder,7,1,-21.839286944422557,-24.0,2.1607130555774425,1.6468887329101562,1.4706807136535645,0.1762080192565918,11,9,False,,,,,
MonteCarloMomentumBuilder,8,1,-9.99965953267613,-10.0,0.0003404673238698308,1.270385980606079,1.0685808658599854,0.20180511474609375,10,12,True,,,,,
MonteCarloMomentumBuilder,9,1,-9.91713668495676,-10.0,0.08286331504323918,1.1427528858184814,0.991840124130249,0.15091276168823242,10,14,False,,,,,
MonteCarloMomentumBuilder,10,1,-14.988287039514717,-15.0,0.011712960485283475,1.1520769596099854,1.0041930675506592,0.14788389205932617,10,13,False,,,,,
MonteCarloMomentumBuilder,11,1,-11.98455117923594,-12.0,0.0154488207640604,6.680956602096558,6.424700736999512,0.2562558650970459,20,12,False,,,,,
MonteCarloMomentumBuilder,12,1,-13.839859768933941,-10.0,3.839859768933941,1.6325552463531494,1.4687089920043945,0.16384625434875488,11,10,False,,,,,
MonteCarloMomentumBuilder,1,2,-9.999999993118848,-10.0,6.881151648485684e-09,0.01995229721069336,9.012222290039062e-05,0.01986217498779297,1,1,True,,,,,
MonteCarloMomentumBuilder,2,2,10.000000006611288,500.0,489.9999999933887,0.021535634994506836,8.392333984375e-05,0.021451711654663086,1,1,False,,,,,
MonteCarloMomentumBuilder,3,2,-9.999999110866256,-10.0,8.891337444083547e-07,0.5321009159088135,0.40987491607666016,0.12222599983215332,8,13,True,,,,,
MonteCarloMomentumBuilder,4,2,-12.99447774198881,-13.0,0.0055222580111902175,0.5126469135284424,0.39550161361694336,0.11714529991149902,8,13,False,,,,,
MonteCarloMomentumBuilder,5,2,-21.995479880803572,-22.0,0.004520119196428141,0.8125841617584229,0.6795430183410645,0.1330411434173584,9,14,False,,,,,
MonteCarloMomentumBuilder,6,2,-8.90230867852464,-7.0,1.9023086785246406,1.1395559310913086,0.987401008605957,0.15215492248535156,10,13,False,,,,,
MonteCarloMomentumBuilder,7,2,-20.295263958168185,-24.0,3.704736041831815,1.646817922592163,1.4833409786224365,0.16347694396972656,11,9,False,,,,,
MonteCarloMomentumBuilder,8,2,-9.999960546462495,-10.0,3.9453537505451663e-05,1.1847257614135742,1.0321898460388184,0.15253591537475586,10,12,True,,,,,
MonteCarloMomentumBuilder,9,2,-9.987774877880065,-10.0,0.01222512211993454,1.1177518367767334,0.9683599472045898,0.14939188957214355,10,14,False,,,,,
MonteCarloMomentumBuilder,10,2,-14.90179862787608,-15.0,0.09820137212392055,1.125199794769287,0.9744620323181152,0.15073776245117188,10,13,False,,,,,
MonteCarloMomentumBuilder,11,2,-11.988488888189593,-12.0,0.01151111181040676,6.658013105392456,6.414009094238281,0.2440040111541748,20,12,False,,,,,
MonteCarloMomentumBuilder,12,2,-13.645568456718511,-10.0,3.645568456718511,1.6288411617279053,1.4599931240081787,0.16884803771972656,11,10,False,,,,,
MonteCarloMomentumBuilder,1,3,-9.999999993118848,-10.0,6.881151648485684e-09,0.020271778106689453,8.988380432128906e-05,0.020181894302368164,1,1,True,,,,,
MonteCarloMomentumBuilder,2,3,10.000000006611288,500.0,489.9999999933887,0.018519163131713867,7.510185241699219e-05,0.018444061279296875,1,1,False,,,,,
MonteCarloMomentumBuilder,3,3,-9.999973394483519,-10.0,2.6605516481481573e-05,0.5197498798370361,0.39304399490356445,0.12670588493347168,8,13,True,,,,,
